,brand,model,price,Spec-score,Rating,Network,processor,memory_card,android_version,Foldable,display_size,Resolution,Frame Rate,RAM,Memory,Rear Camera,Front Camera,Battery,Fast charge
66,Poco,M6 Plus 5G ,10790,81,4.05,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 4 Gen2 AE, Octa Core, 2.3 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.79, 1080 x 2460 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,108 MP + 2 MP Dual Rear , 13 MP Front Camera,5.03e+03, 33W Fast Charging
67,Nothing,Phone 3,79999,90,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 8s Gen4, Octa Core, 3.2 GHz Processor",Memory Card Not Supported,Android v15,No,6.67, 1260 x 2800 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 50 MP + 50 MP Triple Rear , 50 MP Front Camera,5.5e+03, 65W Fast Charging
68,Infinix,Note 50s 5G,16299,79,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 7300 Ultimate, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v15,No,6.78, 1080 x 2436 px, 144 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,64 MP + 2 MP Dual Rear , 13 MP Front Camera,5.5e+03, 45W Fast Charging
69,Xiaomi,14 Civi,29999,87,4.7,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","Snapdragon 8s Gen3, Octa Core, 3 GHz Processor",Memory Card Not Supported,Android v14,No,6.55, 1236 x 2750 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 50 MP + 12 MP Triple Rear , 32 MP + 32 MP Dual Front Camera,4.7e+03, 67W Fast Charging
70,Samsung,Galaxy F16 5G ,13499,80,4.65,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 1.5 TB",Android v15,No,6.7, 1080 x 2340 px, 90 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 5 MP + 2 MP Triple Rear , 13 MP Front Camera,5e+03, 25W Fast Charging
71,Vivo,T4x 5G ,17799,78,4.1,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 7300, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v15,No,6.72, 1080 x 2408 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,6.5e+03, 44W Fast Charging
72,Motorola,Edge 60 Fusion 5G ,24589,85,4.75,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","Dimensity 7400, Octa Core, 2.5 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v15,No,6.7, 1220 x 2712 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 13 MP Dual Rear , 32 MP Front Camera,5.5e+03, 68W Fast Charging
73,OnePlus,13,64999,91,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor",Memory Card Not Supported,Android v15,No,6.82, 1440 x 3168 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 50 MP + 50 MP Triple Rear , 32 MP Front Camera,6e+03, 100W Fast Charging
74,OnePlus,Nord 5 ,37999,86,4.75,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8s Gen3, Octa Core, 3 GHz Processor",Memory Card Not Supported,Android v15,No,6.83, 1272 x 2800 px, 144 Hz Display with Punch Hole,12 GB RAM, 512 GB inbuilt,50 MP + 8 MP Dual Rear , 50 MP Front Camera,6.8e+03, 80W Fast Charging
75,Realme,P3 Ultra,24999,81,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 8350 Ultra, Octa Core, 3.35 GHz Processor",Memory Card Not Supported,Android v15,No,6.83, 1272 x 2800 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 8 MP Dual Rear , 16 MP Front Camera,6e+03, 80W Fast Charging
76,Realme,P3x 5G,12810,76,4.05,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6400, Octa Core, 2.5 GHz Processor",Memory Card (Hybrid),Android v15,No,6.72, 1080 x 2400 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,6e+03, 45W Fast Charging
77,OPPO,Reno 14 Pro 5G ,54999,91,4.65,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 8450, Octa Core, 3.25 GHz Processor",Memory Card Not Supported,Android v15,No,6.83, 1272 x 2800 px, 120 Hz Display with Punch Hole,12 GB RAM, 512 GB inbuilt,50 MP + 50 MP + 50 MP Triple Rear , 50 MP Front Camera,6.2e+03, 80W Fast Charging
78,iQOO,13 5G,54998,89,4.65,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor",Memory Card Not Supported,Android v15,No,6.82, 1440 x 3168 px, 144 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 50 MP + 50 MP Triple Rear , 32 MP Front Camera,6e+03, 120W Fast Charging
79,Samsung,Galaxy A56 5G,38999,83,4.3,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Exynos 1580, Octa Core, 2.9 GHz Processor",Memory Card Not Supported,Android v15,No,6.7, 1080 x 2340 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 12 MP + 5 MP Triple Rear , 12 MP Front Camera,5e+03, 45W Fast Charging
80,Motorola,Moto G64 5G,14250,82,4.4,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","Dimensity 7025, Octa Core, 2.5 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.5, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 8 MP Dual Rear , 16 MP Front Camera,6e+03, 33W Fast Charging
81,Poco,X7 Pro 5G,23499,83,4.15,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 8400 Ultra, Octa Core, 3.25 GHz Processor",Memory Card Not Supported,Android v15,No,6.67, 1220 x 2712 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 8 MP Dual Rear , 20 MP Front Camera,6.55e+03, 90W Fast Charging
82,OnePlus,Nord CE 4 5G,22998,81,4.2,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 7 Gen3, Octa Core, 2.63 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.7, 1080 x 2412 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 8 MP Dual Rear , 16 MP Front Camera,5.5e+03, 100W Fast Charging
83,Lava,Storm Play 5G,9999,74,4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7060, Octa Core, 2.6 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v15,No,6.75, 720 x 1600 px, 120 Hz Display with Water Drop Notch,6 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
84,Vivo,X200 Pro 5G,94999,95,4.45,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 9400, Octa Core, 3.63 GHz Processor",Memory Card Not Supported,Android v15,No,6.78, 1260 x 2800 px, 120 Hz Display with Punch Hole,16 GB RAM, 512 GB inbuilt,200 MP + 50 MP + 50 MP Triple Rear , 32 MP Front Camera,6e+03, 90W Fast Charging
85,Poco,M7 5G,9297,74,4.1,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 4 Gen2, Octa Core, 2.2 GHz Processor","Memory Card Supported, upto 1 TB",Android v14,No,6.88, 720 x 1640 px, 120 Hz Display with Water Drop Notch,6 GB RAM, 128 GB inbuilt,50 MP Rear , 8 MP Front Camera,5.16e+03, 18W Fast Charging
86,Vivo,T4 Lite 5G ,12999,78,4.25,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 2 TB",Android v15,No,6.74, 720 x 1600 px, 90 Hz Display with Water Drop Notch,8 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 5 MP Front Camera,6e+03, 15W Fast Charging
87,Realme,14 Pro Plus 5G,27999,83,4.05,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 7s Gen3, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v15,No,6.83, 1272 x 2800 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 50 MP + 8 MP Triple Rear , 32 MP Front Camera,6e+03, 80W Fast Charging
88,Motorola,Moto G85 5G ,19498,82,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 6s Gen3, Octa Core, 2.3 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 8 MP Dual Rear , 32 MP Front Camera,5e+03, 33W Fast Charging
89,OPPO,Reno 12 Pro 5G,26722,87,4.45,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 7300 Energy, Octa Core, 2.5 GHz Processor",Memory Card (Hybrid),Android v14,No,6.7, 1080 x 2412 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 50 MP + 8 MP Triple Rear , 50 MP Front Camera,5e+03, 80W Fast Charging
90,Xiaomi,Redmi Note 14 Pro 5G,21499,81,4.05,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 7300 Ultra, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v14,No,6.67, 1220 x 2712 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 8 MP + 2 MP Triple Rear , 20 MP Front Camera,5.5e+03, 45W Fast Charging
91,Realme,Narzo 80x 5G,11699,76,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6400, Octa Core, 2.5 GHz Processor",Memory Card (Hybrid),Android v15,No,6.72, 1080 x 2400 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,6e+03, 45W Fast Charging
92,Poco,M7 Pro 5G,12949,77,4.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 7025 Ultra, Octa Core, 2.5 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 20 MP Front Camera,5.11e+03, 45W Fast Charging
93,Vivo,V40 Pro,37385,87,4.1,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 9200 Plus, Octa Core, 3.35 GHz Processor",Memory Card Not Supported,Android v14,No,6.78, 1260 x 2800 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 50 MP + 50 MP Triple Rear , 50 MP Front Camera,5.5e+03, 80W Fast Charging
94,Xiaomi,Redmi 13 5G,11748,78,4.5,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 4 Gen 2 AE, Octa Core, 2.3 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.79, 1080 x 2460 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,108 MP + Macro Dual Rear , 13 MP Front Camera,5.03e+03, 33W Fast Charging
95,OnePlus,Nord 4 5G,27999,83,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 7+ Gen3, Octa Core, 2.8 GHz Processor",Memory Card Not Supported,Android v14,No,6.74, 1240 x 2772 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 8 MP Dual Rear , 16 MP Front Camera,5.5e+03, 100W Fast Charging
96,Tecno,Pova 7 Pro 5G,18999,79,4.7,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 7300 Ultimate, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v15,No,6.78, 1224 x 2720 px, 144 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,64 MP + 8 MP Dual Rear , 13 MP Front Camera,6e+03, 45W Fast Charging
97,OPPO,Reno 14 5G ,39999,89,4.25,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 8350, Octa Core, 3.35 GHz Processor",Memory Card Not Supported,Android v15,No,6.59, 1256 x 2760 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 50 MP + 8 MP Triple Rear , 50 MP Front Camera,6e+03, 80W Fast Charging
98,Xiaomi,Redmi Note 14 ,19998,86,4.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 7025 Ultra, Octa Core, 2.5 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 8 MP + 2 MP Triple Rear , 20 MP Front Camera,5.11e+03, 45W Fast Charging
99,Apple,iPhone 16 Pro Max,134900,89,4.2,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Bionic A18 Pro, Hexa Core, 4.05 GHz Processor",Memory Card Not Supported,Android version undefined,No,6.9, 1320 x 2868 px, 120 Hz Display with Dynamic Island,8 GB RAM, 256 GB inbuilt,48 MP + 48 MP + 12 MP Triple Rear , 12 MP Front Camera,4.684e+03, Fast Charging
100,Samsung,Galaxy S25 5G,80999,87,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Snapdragon 8Elite, Octa Core, 4.47 GHz Processor",Memory Card Not Supported,Android v15,No,6.2, 1080 x 2340 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 12 MP + 10 MP Triple Rear , 12 MP Front Camera,4e+03, 25W Fast Charging
101,OPPO,K13x 5G ,12999,76,4.65,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 2 TB",Android v15,No,6.67, 720 x 1604 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,6e+03, 45W Fast Charging
102,Nothing,Phone 3a Pro,28298,86,4.75,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 7s Gen 3, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v15,No,6.77, 1080 x 2392 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 50 MP + 8 MP Triple Rear , 50 MP Front Camera,5e+03, 50W Fast Charging
103,Samsung,Galaxy M56 5G,24915,79,4.5,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Exynos 1480, Octa Core, 2.7 GHz Processor",Memory Card Not Supported,Android v15,No,6.74, 1080 x 2340 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 8 MP + 2 MP Triple Rear , 12 MP Front Camera,5e+03, 45W Fast Charging
104,Samsung,Galaxy M36 5G ,18999,79,4.2,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Exynos 1380, Octa Core, 2.4 GHz Processor",Memory Card (Hybrid),Android v15,No,6.7, 1080 x 2340 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 8 MP + 2 MP Triple Rear , 13 MP Front Camera,5e+03, 25W Fast Charging
105,Realme,GT 7,39998,88,4.2,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","Dimensity 9400e, Octa Core, 3.4 GHz Processor",Memory Card Not Supported,Android v15,No,6.78, 1264 x 2780 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 50 MP + 8 MP Triple Rear , 32 MP Front Camera,7e+03, 120W Fast Charging
106,Realme,Narzo 80 Lite,10498,71,4.45,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v15,No,6.67, 720 x 1604 px, 120 Hz Display with Punch Hole,4 GB RAM, 128 GB inbuilt,32 MP Dual Rear , 8 MP Front Camera,6e+03, 15W Fast Charging
107,Vivo,T4 5G ,23875,80,4.45,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 7s Gen3, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v15,No,6.77, 1080 x 2392 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 2 MP Dual Rear , 32 MP Front Camera,7.3e+03, 90W Fast Charging
108,Infinix,GT 30 Pro,24999,88,4.25,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 8350 Ultimate, Octa Core, 3.35 GHz Processor","Memory Card Supported, upto 1 TB",Android v15,No,6.78, 1224 x 2720 px, 144 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,108 MP + 8 MP Dual Rear , 13 MP Front Camera,5.5e+03, 45W Fast Charging
109,iQOO,Z9s 5G,18998,81,4.65,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7300, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v14,No,6.77, 1080 x 2392 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 16 MP Front Camera,5.5e+03, 44W Fast Charging
110,Vivo,T4 Lite 5G ,11428,75,4.05,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 2 TB",Android v15,No,6.74, 720 x 1600 px, 90 Hz Display with Water Drop Notch,6 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 5 MP Front Camera,6e+03, 15W Fast Charging
111,Samsung,Galaxy A36 5G,30999,81,4.7,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 6 Gen3, Octa Core, 2.4 GHz Processor",Memory Card Not Supported,Android v15,No,6.7, 1080 x 2340 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 8 MP + 5 MP Triple Rear , 12 MP Front Camera,5e+03, 45W Fast Charging
112,Honor,200,21748,85,4.65,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 7 Gen3, Octa Core, 2.63 GHz Processor",Memory Card Not Supported,Android v14,No,6.7, 1200 x 2664 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 50 MP + 12 MP Triple Rear , 50 MP Front Camera,5.2e+03, 100W Fast Charging
113,Poco,F7 5G ,33999,84,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8s Gen4, Octa Core, 3.2 GHz Processor",Memory Card Not Supported,Android v15,No,6.83, 1280 x 2772 px, 120 Hz Display with Punch Hole,12 GB RAM, 512 GB inbuilt,50 MP + 8 MP Dual Rear , 20 MP Front Camera,7.55e+03, 90W Fast Charging
114,Nothing,Phone 2a Plus,20490,84,4.4,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 7350 Pro 5G, Octa Core, 3 GHz Processor",Memory Card Not Supported,Android v14,No,6.7, 1084 x 2412 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 50 MP Dual Rear , 50 MP Front Camera,5e+03, 50W Fast Charging
115,iQOO,Neo 10 ,35998,86,4.5,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8s Gen4, Octa Core, 3.2 GHz Processor",Memory Card Not Supported,Android v15,No,6.78, 1260 x 2800 px, 144 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 8 MP Dual Rear , 32 MP Front Camera,7e+03, 120W Fast Charging
116,Motorola,Moto G35 5G,10366,76,4.1,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","Unisoc T760, Octa Core, 2.2 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.72, 1080 x 2400 px, 120 Hz Display with Punch Hole,4 GB RAM, 128 GB inbuilt,50 MP + 8 MP Dual Rear , 16 MP Front Camera,5e+03, 18W Fast Charging
117,Vivo,T3 Ultra,27999,82,4.1,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 9200 Plus, Octa Core, 3.35 GHz Processor",Memory Card Not Supported,Android v14,No,6.78, 1260 x 2800 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 8 MP Dual Rear , 50 MP Front Camera,5.5e+03, 80W Fast Charging
118,Realme,Narzo 70 Turbo 5G,14520,79,4.45,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7300 Energy, Octa Core, 2.5 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 16 MP Front Camera,5e+03, 45W Fast Charging
119,Vivo,T4x 5G ,14999,77,4.1,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 7300, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v15,No,6.72, 1080 x 2408 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,6.5e+03, 44W Fast Charging
120,Oppo,K13 ,19999,78,4.15,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 6 Gen4, Octa Core, 2.3 GHz Processor",Memory Card Not Supported,Android v15,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 2 MP Dual Rear , 16 MP Front Camera,7e+03, 80W Fast Charging
121,OnePlus,13R ,43220,88,4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Gen3, Octa Core, 3.3 GHz Processor",Memory Card Not Supported,Android v15,No,6.78, 1264 x 2780 px, 120 Hz Display with Punch Hole,16 GB RAM, 512 GB inbuilt,50 MP + 50 MP + 8 MP Triple Rear , 16 MP Front Camera,6e+03, 80W Fast Charging
122,Realme,Narzo 70 Turbo 5G ,13999,82,4.3,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7300 Energy, Octa Core, 2.5 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 16 MP Front Camera,5e+03, 45W Fast Charging
123,Motorola,Moto G34 5G ,9999,75,4.25,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi","Snapdragon 695, Octa Core, 2.2 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.5, 720 x 1600 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 16 MP Front Camera,5e+03, 18W Fast Charging
124,Samsung,Galaxy M06 5G,8499,72,4.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 1.5 TB",Android v15,No,6.74, 720 x 1600 px, 90 Hz Display with Water Drop Notch,4 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 25W Fast Charging
125,iQOO,Neo 10R ,27998,82,4.2,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 8s Gen3, Octa Core, 3 GHz Processor",Memory Card Not Supported,Android v15,No,6.78, 1260 x 2800 px, 144 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 8 MP Dual Rear , 32 MP Front Camera,6.4e+03, 80W Fast Charging
126,OPPO,Reno 14 5G ,42999,89,4.4,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 8350, Octa Core, 3.35 GHz Processor",Memory Card Not Supported,Android v15,No,6.59, 1256 x 2760 px, 120 Hz Display with Punch Hole,12 GB RAM, 512 GB inbuilt,50 MP + 50 MP + 8 MP Triple Rear , 50 MP Front Camera,6e+03, 80W Fast Charging
127,OPPO,Reno 13 5G,31499,85,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 8350, Octa Core, 3.35 GHz Processor",Memory Card Not Supported,Android v15,No,6.59, 1256 x 2760 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 8 MP + 2 MP Triple Rear , 50 MP Front Camera,5.6e+03, 80W Fast Charging
128,Samsung,Galaxy S24 Plus,52999,87,4.15,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Exynos 2400, Deca Core, 3.2 GHz Processor",Memory Card Not Supported,Android v14,No,6.7, 1440 x 3120 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 12 MP + 10 MP Triple Rear , 12 MP Front Camera,4.9e+03, 45W Fast Charging
129,Samsung,Galaxy Z Fold 7 ,216999,96,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Snapdragon 8 Elite for Galaxy, Octa Core, 4.47 GHz Processor",Memory Card Not Supported,Android version undefined,Yes,8.0, 1968 x 2184 px, 120 Hz Display with Punch Hole,16 GB RAM, 1 TB inbuilt,200 MP + 12 MP + 10 MP Triple Rear , 10 MP + 10 MP Dual Front Camera,4.4e+03, 25W Fast Charging
130,Realme,14T 5G,15578,80,4.1,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v15,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 16 MP Front Camera,6e+03, 45W Fast Charging
